"","id","deviceid","latitude","longitude","addr1","addr2","addr3","addr4"
"1676",5280,"314c22a489a16ead",37.3360048,127.9326804,"대한민국","강원도","원주시","무실동"
"1677",5281,"f4e1a0bab48193bc",37.5338526,127.0734458,"대한민국","서울특별시","광진구","자양3동"
"1678",5282,"3726e639eb293574",37.7092831,126.9030589,NA,NA,NA,NA
"1679",5283,"beec7c5e84647f5",35.3258192,129.166946,NA,NA,NA,NA
"1680",5284,"521c3a4eba79179e",37.7552178,126.7735312,NA,NA,NA,NA
"1681",5285,"5b041ed85db05c4b",35.0455131,128.0748515,NA,NA,NA,NA
"1682",5286,"2cbd73388cb57770",37.5020777,127.052235,"대한민국","서울특별시","강남구","역삼로63길"
"1683",5287,"92f6de2df992c70c",37.373893,126.9332024,NA,NA,NA,NA
"1684",5288,"704a6081399a10b4",37.6062288,127.0826457,NA,NA,NA,NA
"1685",5291,"5c39d539f67fc5b",35.2043758,128.814565,NA,NA,NA,NA
"1686",5292,"b5b9b1c91b933a2f",35.2063259,129.031824,NA,NA,NA,NA
"1687",5293,"4325e6000f18a22a",35.8472588,129.2237485,NA,NA,NA,NA
"1688",5294,"b96b0025b3d90deb",35.211875,129.0300732,NA,NA,NA,NA
"1689",5295,"ec90920a0451de21",37.2760888169562,127.029328530618,NA,NA,NA,NA
"1690",5296,"afe8cdadcc0433b2",37.5672008,126.6761988,NA,NA,NA,NA
"1691",5299,"2b7c919e8a61985f",35.5622456,129.3035559,"대한민국","울산광역시","중구","유곡동"
"1692",5300,"f61fab6279fa0fa1",37.3031833,127.0203124,NA,NA,NA,NA
"1693",5301,"fdb9d852dea7a961",37.430702,127.1528399,NA,NA,NA,NA
"1694",5302,"90b161140e66c6f2",37.627461,127.0527223,NA,NA,NA,NA
"1695",5304,"293cda8847e13bfc",37.4772533,127.1393216,"대한민국","서울특별시","송파구","장지동"
"1696",5305,"4aa21b4f385ce3a9",36.9723388,127.5841296,NA,NA,NA,NA
"1697",5306,"b40ca521fc445317",37.8192642,127.0460393,NA,NA,NA,NA
"1698",5308,"2f2c474dcce114a6",35.8336213,128.7045994,NA,NA,NA,NA
"1699",5310,"46880c9f44ebde77",35.3274104,129.1694408,NA,NA,NA,NA
"1700",5311,"f922f97becd7a2b5",37.2788307,127.4630959,"대한민국","경기도","이천시","안흥동"
"1701",5312,"cffc31442ff9f181",36.117333,128.1851781,NA,NA,NA,NA
"1702",5313,"631e1141c52f7817",37.0535411,126.9668819,NA,NA,NA,NA
"1703",5314,"74b35c45438c49ca",37.3976772,126.9567329,NA,NA,NA,NA
"1704",5315,"68011c715e4947b0",35.8637136,128.5477344,NA,NA,NA,NA
"1705",5316,"5e8db886334b10d0",35.1792532,128.1487126,NA,NA,NA,NA
"1706",5319,"c68f66b78aa97bda",37.5881728,127.0388035,NA,NA,NA,NA
"1707",5320,"cbf1f2f7d17c3040",37.5409072,127.1257608,NA,NA,NA,NA
"1708",5323,"5771f3a8bfe43321",37.6449373,126.7808267,NA,NA,NA,NA
"1709",5325,"c03e8386b4b65093",37.8427156,127.0674101,"대한민국","경기도","양주시","덕정동"
"1710",5327,"45df0543ba52a32a",37.6692719,127.0552535,"대한민국","서울특별시","노원구","상계8동"
"1711",5328,"ed19db587181820",35.315789,129.008426,NA,NA,NA,NA
"1712",5329,"2e568b0d902cd1e4",36.3866258,127.3031791,"대한민국","대전광역시","유성구","지족동"
"1713",5330,"1e8f899bbc64fd5a",37.209786,127.111367,NA,NA,NA,NA
"1714",5332,"d8147a02173dc4fa",37.6012912,127.0859919,NA,NA,NA,NA
"1715",5334,"90fc9fe9bcf1088b",36.3857756,127.3044758,NA,NA,NA,NA
"1716",5336,"fef29204f5df43c0",36.7182628,127.4899775,NA,NA,NA,NA
"1717",5337,"ef858957cba27e4e",37.5080372,126.9229014,"대한민국","서울특별시","영등포구","신길7동"
"1718",5338,"7435c9001c411a6",35.7672109,127.0890194,NA,NA,NA,NA
"1719",5339,"70668d7aec4e4892",37.60468254,127.13515954,NA,NA,NA,NA
"1720",5340,"7cbef44efe272b98",37.2557506,127.0093145,NA,NA,NA,NA
"1721",5341,"5e718ad330cf619d",35.1447849,128.9800126,NA,NA,NA,NA
"1722",5342,"c8d3b18eb43c126b",35.874918,128.5704959,"대한민국","대구광역시","서구","비산6동"
"1723",5343,"ab60e25569928798",34.6790193,127.3525028,NA,NA,NA,NA
"1724",5344,"eb783f3c76f11544",35.0781099,128.9646302,NA,NA,NA,NA
"1725",5345,"d7fd812aa00714c4",37.5456263,127.0204793,NA,NA,NA,NA
"1726",5347,"d1a10972e52568e3",37.7409376702422,128.162250338038,NA,NA,NA,NA
"1727",5348,"df6d8f1a69c6683d",35.9796016,128.9517619,NA,NA,NA,NA
"1728",5349,"f09efbadb32c0b35",37.2167551,127.0445815,NA,NA,NA,NA
"1729",5350,"8c36681fc3ef4bd8",35.1183873,128.9619125,NA,NA,NA,NA
"1730",5351,"bd20b7728ff417d1",35.5430135,129.0137689,NA,NA,NA,NA
"1731",5352,"2ffde6097fb748a",34.9351754,127.6899174,NA,NA,NA,NA
"1732",5353,"77754393295aed49",37.2977673,127.1100955,"대한민국","경기도","용인시","기흥구"
"1733",5355,"baa0e4bd1feec6a4",36.8984486,126.6280748,"대한민국","충청남도","당진시","읍내동"
"1734",5357,"272c6f5d668c86e",35.2679172,129.0900255,NA,NA,NA,NA
"1735",5358,"b268156cddc16530",37.39874886,126.92144493,NA,NA,NA,NA
"1736",5360,"81adbe3dec28ea0f",37.5531271,127.0331567,NA,NA,NA,NA
"1737",5362,"ddf52876e93f1843",37.5478714,127.1373898,NA,NA,NA,NA
"1738",5363,"86d5d78c2e4132f7",37.2918297,126.99755,NA,NA,NA,NA
"1739",5364,"3f2fc0be07ed1259",37.6033869,126.9138514,NA,NA,NA,NA
"1740",5366,"ef4058a2b8e21846",37.3323032,127.1102157,NA,NA,NA,NA
"1741",5367,"258c924001d27b1c",35.3197512,129.1747577,NA,NA,NA,NA
"1742",5368,"56dd209058f71bea",35.8206009,128.7190858,NA,NA,NA,NA
"1743",5369,"2c34a141cb261cba",35.6076498,126.7141137,NA,NA,NA,NA
"1744",5371,"f19e8e69e0c1380d",36.9918853,127.1404428,"대한민국","경기도","안성시","공도읍"
"1745",5373,"d3f4ae41ad46b66d",35.3856667,129.14376,NA,NA,NA,NA
"1746",5375,"3cffc7c647deeb17",37.5052233,126.955835,NA,NA,NA,NA
"1747",5376,"23bf47b908854386",36.8038194,127.060326,NA,NA,NA,NA
"1748",5378,"79eaacc52a118fb2",33.4617101,126.4496408,NA,NA,NA,NA
"1749",5379,"65cb8472ff95afb9",36.8029932,127.0602209,NA,NA,NA,NA
"1750",5381,"dfa56e95d8684767",37.5089754,126.7318186,NA,NA,NA,NA
"1751",5383,"9b4d876efc5301bc",37.4889712,127.0810782,NA,NA,NA,NA
"1752",5384,"ef8005d7863c34ac",37.533406384323,127.059853425252,NA,NA,NA,NA
"1753",5386,"625b7e0dccd54520",35.150192,128.7102342,NA,NA,NA,NA
"1754",5388,"2380a547102542a0",37.358383,126.9195484,"대한민국","경기도","군포시","수리동"
"1755",5389,"39ed5586c40176f6",37.4930851,126.8510125,NA,NA,NA,NA
"1756",5390,"3af62bc4ea061213",37.3740479,126.9550954,NA,NA,NA,NA
"1757",5391,"4201c6001d68dd36",37.4125002,126.7120655,NA,NA,NA,NA
"1758",5392,"5afcb4470c0ab400",35.5694935,129.1095466,"대한민국","울산광역시","울주군","언양읍"
"1759",5393,"bfbf5537de56974b",37.00192736,127.15279615,NA,NA,NA,NA
"1760",5394,"267474961214a71e",35.1713658,128.1347053,NA,NA,NA,NA
"1761",5396,"49c7510c15faf084",37.3919574,126.7387777,NA,NA,NA,NA
"1762",5397,"d6b795f714deece5",37.5690885,126.7391286,NA,NA,NA,NA
"1763",5398,"c91c5b24fc86fb38",35.9407003,129.5328346,NA,NA,NA,NA
"1764",5399,"8148f9c1d230815",33.5100408,126.5423854,NA,NA,NA,NA
"1765",5400,"7c09194fa0570207",35.3368,129.0274694,NA,NA,NA,NA
"1766",5403,"927e9c2d76c79272",35.2416769,128.5848433,NA,NA,NA,NA
"1767",5405,"afa68089b0230469",35.1843602,129.1029069,NA,NA,NA,NA
"1768",5406,"7f3a0b677f449bb5",37.1049092,128.2007017,NA,NA,NA,NA
"1769",5407,"75a93e471ef4d5a6",37.5501316,127.0950381,NA,NA,NA,NA
"1770",5408,"65e691fa56a08690",37.5270217,127.1172302,NA,NA,NA,NA
"1771",5409,"d113453d9f44229b",34.9423285,127.4935384,NA,NA,NA,NA
"1772",5410,"f6fbf7cfed7ef121",36.7073822021484,127.435913085938,NA,NA,NA,NA
"1773",5411,"72737f25f97f770f",36.9392892,126.7800964,NA,NA,NA,NA
"1774",5412,"e4673536a17ccb1d",37.6102307,127.1428622,NA,NA,NA,NA
"1775",5413,"a84d862cec6549d4",36.3596947,127.4382771,NA,NA,NA,NA
"1776",5414,"ce72e01c294e3f87",37.5078403197279,126.88558744967,"대한민국","서울특별시","구로구","신도림동"
"1777",5415,"810a308e22e310be",35.6967878,128.4555626,NA,NA,NA,NA
"1778",5416,"4afa1753ec10cb7a",36.081259755243,128.375232865381,NA,NA,NA,NA
"1779",5417,"72beee6129aaad71",37.1708892,127.0446043,"대한민국","경기도","오산시","금암동"
"1780",5419,"cb352ba8566e1ce1",35.2379974,129.2100107,NA,NA,NA,NA
"1781",5420,"9b6e41db3abf63bc",37.4301644,126.6605281,NA,NA,NA,NA
"1782",5421,"e67aa7e2e22e02c7",37.2791624,127.1482628,"대한민국","경기도","용인시","기흥구"
"1783",5422,"556a3621422faf28",37.371043,126.9552405,"대한민국","경기도","안양시","동안구"
"1784",5423,"6cafb3d53a8850a0",35.1857402,126.8628814,NA,NA,NA,NA
"1785",5425,"8797fc1303980fe9",37.0789268,128.1947575,"대한민국","충청북도","제천시","금성면"
"1786",5426,"e328b857b12c11a2",37.2016024,127.0997518,NA,NA,NA,NA
"1787",5427,"b2722d4466b94d0e",37.3761107,127.257375,NA,NA,NA,NA
"1788",5429,"9cebc3596177587b",37.633175,127.0315694,NA,NA,NA,NA
"1789",5430,"368d29562652a830",37.4205448,126.6912573,NA,NA,NA,NA
"1790",5431,"68bea5ca32fcb235",37.58071772,127.07595587,NA,NA,NA,NA
"1791",5432,"95f20e5430e8423a",36.1223104,128.0821938,"대한민국","경상북도","김천시","대곡동"
"1792",5433,"95749387ff7e8e77",37.4977963423945,126.945577110289,"대한민국","서울특별시","동작구","상도4동"
"1793",5434,"3cd0a8525134512",36.1288129,128.3233652,"대한민국","경상북도","구미시","남통동"
"1794",5437,"28ee25355d0e86c8",36.1479656,128.4143267,NA,NA,NA,NA
"1795",5438,"9c587baa8b1dcde6",37.0301991,127.2677418,"대한민국","경기도","안성시","금석동"
"1796",5439,"7937c88dbcfc9548",37.298049,127.0442253,NA,NA,NA,NA
"1797",5440,"f8cdad3d1631f2f9",35.4838092,129.409016,NA,NA,NA,NA
"1798",5441,"9363517ccc0f9418",37.2516994,127.0366373,"대한민국","경기도","수원시","권선구"
"1799",5443,"411d0b84a4952045",37.601666,127.141666,NA,NA,NA,NA
"1800",5444,"7e56507c2d343646",37.4967971,126.7185975,NA,NA,NA,NA
"1801",5446,"d3f444b1cf361893",33.4891451,126.5293017,"대한민국","제주특별자치도","제주시","도남동"
"1802",5447,"cc2d507528304810",35.2381859,128.868575,NA,NA,NA,NA
"1803",5448,"d10fe96c71ddf153",35.9580292,126.9915711,NA,NA,NA,NA
"1804",5449,"da9ec327cbbf89e1",35.2165341,128.6937332,NA,NA,NA,NA
"1805",5450,"edd152866b524e9f",35.1960196,128.8060483,NA,NA,NA,NA
"1806",5452,"2074f5356b142cf7",37.5465293,127.0228361,NA,NA,NA,NA
"1807",5454,"67d735ab417515c7",37.3723091,127.1613544,NA,NA,NA,NA
"1808",5455,"7d4491838b0d4b23",37.5243574,127.4192034,NA,NA,NA,NA
"1809",5456,"3dcbe28ae7e39335",37.5428167,126.9356851,NA,NA,NA,NA
"1810",5457,"e1fc931f3b9acc7a",37.5631268,127.0839857,NA,NA,NA,NA
"1811",5458,"c1a8971b18348b05",37.5633986,126.6780677,"대한민국","인천광역시","서구","검암동"
"1812",5459,"7be18b5fc6b51fc0",37.3607867,127.1214208,NA,NA,NA,NA
"1813",5460,"5546c6bed6577d92",37.5389292,126.8483518,NA,NA,NA,NA
"1814",5462,"c52e14e64ccfdb8",37.0056679,127.182936,NA,NA,NA,NA
"1815",5463,"60c478781d007a8d",35.2115533,126.8586064,NA,NA,NA,NA
"1816",5464,"41b5b703039cdf62",36.4748009,127.2552008,"대한민국","충청남도","연기군","남면"
"1817",5465,"aa88bc01dc11c605",35.5604424,129.2272264,NA,NA,NA,NA
"1818",5467,"993edbddee745363",36.3435088,127.3855792,NA,NA,NA,NA
"1819",5469,"b24194cca8421fd2",37.2443953,127.0660688,"대한민국","경기도","수원시","영통구"
"1820",5470,"d0e14367c8d097e2",36.6377889,127.4197267,NA,NA,NA,NA
"1821",5471,"68a5f09ee48651b",36.0740067,128.3930734,NA,NA,NA,NA
"1822",5473,"13a7022dbfcd6352",35.1904966,128.9954721,NA,NA,NA,NA
"1823",5474,"7fd837705946c5c1",36.8094026,127.1095863,NA,NA,NA,NA
"1824",5475,"aaed89cd9f3bdeb0",37.4034922,126.9856895,NA,NA,NA,NA
"1825",5476,"c483cb5369d50c4b",37.447471,126.7108012,NA,NA,NA,NA
"1826",5477,"c6d1f75e7f7effd9",36.7825836,126.9577117,NA,NA,NA,NA
"1827",5478,"e20fbb96076dd7b5",35.8517999,128.5782723,NA,NA,NA,NA
"1828",5480,"df8e306970af51b5",34.9764697,128.3327658,NA,NA,NA,NA
"1829",5481,"201214c5a9460925",37.5559637,126.7448987,NA,NA,NA,NA
"1830",5484,"23437ae6cad31aa9",33.4827662,126.4733665,NA,NA,NA,NA
"1831",5485,"2161439fa4693df8",37.4033113591796,126.92346037665,NA,NA,NA,NA
"1832",5486,"67bab343e964759a",37.5957248,126.9095238,NA,NA,NA,NA
"1833",5487,"88c51ef7c161b70d",37.5030834,126.9446308,NA,NA,NA,NA
"1834",5488,"e77c8226e2532e3f",36.7999663,127.1304101,NA,NA,NA,NA
"1835",5489,"2680af8300f88393",37.5478758,126.8425622,"대한민국","서울특별시","강서구","우장산동"
"1836",5490,"5fd5934b94cc0945",34.8565302,128.4361996,NA,NA,NA,NA
"1837",5491,"18f84d97fd8b5253",37.3302301,127.1208166,NA,NA,NA,NA
"1838",5492,"26b2efafd350de8b",37.6252016,126.8370962,"대한민국","경기도","고양시","덕양구"
"1839",5493,"27511de191166baa",35.1740234,126.8894764,NA,NA,NA,NA
"1840",5494,"efa07306341c7fcb",37.3883619,126.9553555,NA,NA,NA,NA
"1841",5496,"88aec5b25816ffd0",37.25956826,126.95332432,NA,NA,NA,NA
"1842",5497,"30a54c3132f874fa",37.2892657,127.0208624,"대한민국","경기도","수원시","장안구"
"1843",5498,"707df0909456d467",37.2658573,127.0557356,NA,NA,NA,NA
"1844",5499,"bab4bda3978bd320",35.3311795,129.1684694,"대한민국","부산광역시","기장군","정관면"
"1845",5501,"6b54707e43eb4785",37.5411792,126.8508867,"대한민국","서울특별시","강서구","화곡4동"
"1846",5504,"2d44543fd32ac624",35.1745042,126.8201896,NA,NA,NA,NA
"1847",5505,"7a798413a9749b12",36.1414341,128.11446,NA,NA,NA,NA
"1848",5506,"58b72908bc0b688b",36.6219704,127.5104918,NA,NA,NA,NA
"1849",5507,"694ba7b274ed4c29",37.12238313,126.91938662,"대한민국","경기도","화성시","향남읍"
"1850",5508,"d72a921ab72bd82f",34.52850864,127.13530638,NA,NA,NA,NA
"1851",5509,"e7d94d595c73a556",36.35157,127.4466996,NA,NA,NA,NA
"1852",5510,"7e18d89d79fefd43",37.6743832,127.0490628,NA,NA,NA,NA
"1853",5512,"43fbaf5f70da4032",36.5886344,126.6700782,NA,NA,NA,NA
"1854",5513,"b19cc69a316e9400",37.4853879,126.7637444,NA,NA,NA,NA
"1855",5514,"2a54619e34d4ac22",37.4995343,126.9119215,NA,NA,NA,NA
"1856",5515,"1f15fae1ec9f1b30",37.5202549,126.6659308,"대한민국","인천광역시","서구","신현원창동"
"1857",5516,"dae0c85452111d88",37.236376,126.5892892,NA,NA,NA,NA
"1858",5517,"6aae61aa9b255038",37.5706323,126.8461877,NA,NA,NA,NA
"1859",5518,"2aa15f0ba64565a4",36.7757107,127.1791556,"대한민국","충청남도","천안시","동남구"
"1860",5520,"6c3a0c203da023b8",37.5396736,126.8386116,NA,NA,NA,NA
"1861",5521,"642c5d3024e94bfb",37.4995584,126.911912,NA,NA,NA,NA
"1862",5522,"91bdfe2f7916d923",35.4926844,129.4243737,NA,NA,NA,NA
"1863",5523,"5952d2beedcfc92a",36.1039289,128.3840163,"대한민국","경상북도","구미시","공단동"
"1864",5524,"dc9601d14ebc458b",35.6926424,128.4677613,NA,NA,NA,NA
"1865",5526,"10735658ff46ace",36.3633792,127.4444961,NA,NA,NA,NA
"1866",5527,"6df511234a15d7dd",37.5249232,127.0564273,"","","",""
"1867",5528,"a46061f37e245b6c",35.9253417,128.5980841,NA,NA,NA,NA
"1868",5529,"59b954233f26fb73",37.5309038,126.8626427,NA,NA,NA,NA
"1869",5530,"a217cd1eb549da9f",35.9703115,126.7185528,NA,NA,NA,NA
"1870",5531,"24173a6c2093d8bf",35.1848738,126.9046746,NA,NA,NA,NA
"1871",5532,"d060ced01994a005",36.3501177,127.3929859,NA,NA,NA,NA
"1872",5533,"26ccdb83ec4b3fcb",35.8731061,128.8178564,NA,NA,NA,NA
"1873",5534,"9aceff0c397f5195",37.5086717,127.0878203,"대한민국","서울특별시","송파구","잠실본동"
"1874",5535,"93c2be4762e4fe95",35.539468,129.2620313,NA,NA,NA,NA
"1875",5536,"db36c198af7c2f9d",37.3451272,126.9257099,NA,NA,NA,NA
"1876",5538,"8524c766d57cd5d5",37.3093468,126.8700092,NA,NA,NA,NA
"1877",5539,"62e9a595b0caaa40",37.2214762,126.9878172,NA,NA,NA,NA
"1878",5540,"2acef479477d80b1",37.2998969,126.9853398,NA,NA,NA,NA
"1879",5541,"9cb9d4ef56e52bc4",35.8784977,128.682749,NA,NA,NA,NA
"1880",5542,"e5d063e421a9950",37.6670946,126.8912781,NA,NA,NA,NA
"1881",5543,"62d7d3d132689f74",35.1549913,129.0122149,"대한민국","부산광역시","사상구","주례2동"
"1882",5544,"15b2cb02c65d46b2",37.2485687,127.0606794,NA,NA,NA,NA
"1883",5546,"ec72b877f1c8e1f7",34.8269778,128.4035295,NA,NA,NA,NA
"1884",5548,"a6d3a0cd354e7f6f",37.5420005,126.8481977,NA,NA,NA,NA
"1885",5550,"d4c51e3b66165c25",37.3542046,126.9330715,"대한민국","경기도","군포시","금정동"
"1886",5552,"d70da5e90105d33e",37.2297793,127.1124944,NA,NA,NA,NA
"1887",5553,"c8fd74c45d7327cc",35.2012049,129.0659395,NA,NA,NA,NA
"1888",5555,"4efe7a1cab14f12e",37.2700774,127.132674,NA,NA,NA,NA
"1889",5556,"f3f09afcea8c1b7c",37.4925526,126.7095305,NA,NA,NA,NA
"1890",5557,"d63605ca1fa57aa5",37.4466695,129.1762811,NA,NA,NA,NA
"1891",5558,"e8569f10c50237bb",36.3515467,127.4478793,"대한민국","대전광역시","동구","가양2동"
"1892",5559,"a77af129ff915a92",37.6565234,127.049284,NA,NA,NA,NA
"1893",5561,"168f0a817e5c499c",37.5504159,126.8242704,"대한민국","서울특별시","강서구","외발산동"
"1894",5562,"a0278981ff3bb480",37.513266,127.0846438,"대한민국","서울특별시","송파구","잠실2동"
"1895",5563,"36307b83fce9bab3",37.48013092,127.03826652,"대한민국","서울특별시","서초구","양재1동"
"1896",5564,"f4c7ea40efcb5c56",37.4847685,126.86133,NA,NA,NA,NA
"1897",5565,"6f5ff19b6f925fa4",36.6076606,127.2982094,NA,NA,NA,NA
"1898",5568,"64103d6eae773708",37.3899705,127.1190874,NA,NA,NA,NA
"1899",5569,"160623b1d63be05b",37.6129809,128.328822,NA,NA,NA,NA
"1900",5570,"59c2354140a2f314",37.2029658,126.797939,NA,NA,NA,NA
"1901",5572,"de323c109612b00f",37.2427156,127.0625314,NA,NA,NA,NA
"1902",5573,"f6651a2f20405551",35.6978396,128.4617577,"대한민국","대구광역시","달성군","현풍면"
"1903",5574,"fc54bd3fa7a1b44",37.3535717,126.7180481,NA,NA,NA,NA
"1904",5575,"f5aad36e10e708c6",37.304563,126.8998893,"대한민국","경기도","안산시","상록구"
"1905",5576,"43399bb0a3292eb8",37.6061974,127.1570547,"대한민국","경기도","남양주시","도농동"
"1906",5577,"5d77a37beb58a0b6",36.4332703652243,129.328749945072,NA,NA,NA,NA
"1907",5578,"5355f277eb178417",37.5185552,127.1074456,NA,NA,NA,NA
"1908",5579,"f67f2ec692e61b7c",38.0318064,127.0664016,NA,NA,NA,NA
"1909",5580,"2563aa61f5129c4a",36.3564432,126.6627343,NA,NA,NA,NA
"1910",5581,"2fddda095221e2d5",35.8491834,128.4673164,NA,NA,NA,NA
"1911",5582,"ff697ffd9e712685",37.3568754,126.7195067,NA,NA,NA,NA
"1912",5583,"7bb5d354253adfeb",34.8804364,128.4146918,NA,NA,NA,NA
"1913",5584,"e44255f693402865",36.8900738,126.6347696,NA,NA,NA,NA
"1914",5585,"93945a97047dce82",37.2846184,126.977193,"대한민국","경기도","수원시","권선구"
"1915",5587,"643c99cb86aa84fa",37.4864133,126.7221948,"대한민국","인천광역시","부평구","경인로920번길"
"1916",5588,"1a089a13bed4005c",37.4830361,126.9175675,NA,NA,NA,NA
"1917",5589,"fbb425ea33bf92df",36.0442682,129.3585062,NA,NA,NA,NA
"1918",5590,"bf1c76260f56bf6d",35.1826991,129.0789666,NA,NA,NA,NA
"1919",5591,"f11aacff5e04a99c",37.3746459,127.1312146,NA,NA,NA,NA
"1920",5592,"fe599c1d67dc05e2",37.6819681,127.2115387,NA,NA,NA,NA
"1921",5593,"5c01ac7c870fb241",37.5888845,127.2084873,"대한민국","경기도","남양주시","와부읍"
"1922",5594,"855aa9b4089541b0",35.8599242,128.4602131,NA,NA,NA,NA
"1923",5595,"6c3f008a9739c463",35.8676559,128.5483935,NA,NA,NA,NA
"1924",5596,"b5580e6e117633c6",37.2526137,127.2266467,NA,NA,NA,NA
"1925",5597,"96e6e0d8549700a6",37.74964,127.079244,NA,NA,NA,NA
"1926",5599,"e4de57e7de58756d",35.1751266,126.6062817,NA,NA,NA,NA
"1927",5601,"fe72b16d3bd082a7",36.1382698,128.4339276,"대한민국","경상북도","구미시","옥계동"
"1928",5602,"caf74891314a6973",35.166264,129.1756612,NA,NA,NA,NA
"1929",5603,"897692c117de289e",37.50725094,126.72513589,NA,NA,NA,NA
"1930",5604,"5d92f61b2a3cd5ff",37.5661034,126.8058951,NA,NA,NA,NA
"1931",5605,"3b4ed82cc4add943",37.2672766,127.0828038,NA,NA,NA,NA
"1932",5606,"210b281988a86efb",36.7057948,127.507893,"대한민국","충청북도","청원군","내수읍"
"1933",5607,"fa65b9784174f72",34.8176345,126.39511,NA,NA,NA,NA
"1934",5608,"173600d4604273b1",37.6308445,127.0600438,NA,NA,NA,NA
"1935",5609,"9de7d23e38e7fb9a",37.4922243,126.7367947,NA,NA,NA,NA
"1936",5610,"5be86dd875571f1",37.404496,126.9333457,NA,NA,NA,NA
"1937",5611,"ab5eebef7043e978",37.4891384,126.8669905,NA,NA,NA,NA
"1938",5612,"d8ac3605c11a40cb",37.4550818,126.7163381,NA,NA,NA,NA
"1939",5613,"952edc7240573049",36.3210669,127.408551,"대한민국","대전광역시","중구","문화1동"
"1940",5614,"20d2580f0efac330",35.1725714,129.0487283,"대한민국","부산광역시","부산진구","연지동"
"1941",5616,"b9344499d06d357a",37.3296273,126.8035878,NA,NA,NA,NA
"1942",5618,"9ef38da0c55edce8",37.6331428,127.043011,"대한민국","서울특별시","도봉구","창3동"
"1943",5619,"c858f7fdf779dc63",36.4835101,127.7119478,NA,NA,NA,NA
"1944",5621,"98f9baf020128676",37.4500575,126.6782395,NA,NA,NA,NA
"1945",5623,"593b93a48276d82e",37.2049302,127.0745566,NA,NA,NA,NA
"1946",5625,"81b0b4bbea950d1e",37.4329802,127.1573446,NA,NA,NA,NA
"1947",5628,"c390c4d9b9fec215",37.6367632,127.2109006,NA,NA,NA,NA
"1948",5629,"dbc551d6a25732e5",37.6030124,126.6584235,NA,NA,NA,NA
"1949",5630,"482c6a76376d7b19",37.5061545,126.8939393,NA,NA,NA,NA
"1950",5631,"648fa0e8a20593e8",37.5173332,126.6792013,NA,NA,NA,NA
"1951",5632,"632a78c097eaf708",35.2383473782172,128.674696440907,NA,NA,NA,NA
"1952",5633,"3779acbf7ec6d962",37.2184254,127.5350933,NA,NA,NA,NA
"1953",5634,"32992edfdce0e9f4",35.1927113,129.1319316,NA,NA,NA,NA
"1954",5635,"d47c0b19f75401b",37.442676,126.6617755,NA,NA,NA,NA
"1955",5636,"9dba8e7ad7abe886",36.3052313,127.3680832,NA,NA,NA,NA
"1956",5637,"676652214297a681",35.1693994,126.8039968,NA,NA,NA,NA
"1957",5638,"ad4c2ed50d7f2b07",35.9896764,128.9545965,NA,NA,NA,NA
"1958",5639,"bf75adc9a6b6688a",37.3314806,127.2502748,NA,NA,NA,NA
"1959",5640,"58162aa3953e9552",36.7907087,126.4541256,NA,NA,NA,NA
"1960",5643,"78cd6a0d00bbd772",37.8724079,127.7162739,NA,NA,NA,NA
"1961",5645,"456ebaac97e54e13",37.8587451,127.7600536,NA,NA,NA,NA
"1962",5646,"e4aa4daff939bf1b",36.3380419,127.3789889,NA,NA,NA,NA
"1963",5647,"44bbcce02c57686b",37.3628743726267,126.970293958801,NA,NA,NA,NA
"1964",5648,"97c98afaf67bdcb9",37.440397422814,127.126176456551,NA,NA,NA,NA
"1965",5649,"a4d82ea7bde7b0ad",37.2371667,127.0571024,NA,NA,NA,NA
"1966",5650,"53a43020642729c0",37.437882,126.746637,NA,NA,NA,NA
"1967",5651,"360b6251119c7317",37.5232234,126.8093812,"대한민국","경기도","부천시","오정구"
"1968",5652,"31c196e9e81d6331",37.4492062,127.157599,"대한민국","경기도","성남시","수정구"
"1969",5653,"dfee87432c4a7301",37.3966916,126.9282106,NA,NA,NA,NA
"1970",5654,"1588a0cee7a8403f",37.2672703,127.0828573,NA,NA,NA,NA
"1971",5655,"f16dc0199ecf1d1",37.264605,127.009573,NA,NA,NA,NA
"1972",5656,"1845f26b3e038ac2",35.8834123,128.6728044,NA,NA,NA,NA
"1973",5657,"1ac94c843907470b",35.1291986,126.8945535,"대한민국","광주광역시","남구","주월1동"
"1974",5658,"a77b8af4880c5265",36.30239706,127.34692121,NA,NA,NA,NA
"1975",5659,"1554bf7d58e3bccd",37.3014954,126.979232,NA,NA,NA,NA
"1976",5660,"6358bf56842fc6f2",35.0812847,128.8970664,NA,NA,NA,NA
"1977",5661,"bd3f68f41e0f1bd6",37.5132015,126.7332967,NA,NA,NA,NA
"1978",5662,"c7d04a1edbd49423",37.5723318,126.8102567,NA,NA,NA,NA
"1979",5663,"eb9dc5a431bef67",37.6433349,127.0177536,NA,NA,NA,NA
"1980",5664,"2191fc91e874eeec",37.6094215,126.9173921,NA,NA,NA,NA
"1981",5665,"60a3f29826869f50",35.0608043,128.0660261,NA,NA,NA,NA
"1982",5666,"6dd15aec05c7a9c5",37.2987128,126.9681694,"대한민국","경기도","수원시","장안구"
"1983",5669,"c967b3084072eca9",37.4936527,127.1281926,NA,NA,NA,NA
"1984",5670,"a07e70231a7f708e",35.267295,128.5174857,NA,NA,NA,NA
"1985",5671,"e578560602cbbbc0",35.7899186,127.1329259,NA,NA,NA,NA
